Drug,Demand_Forecast,Optimal_Stock_Level,Restocking_Strategy
Insulin,9023,9104,Weekly
Insulin,8643,2808,Weekly
Lisinopril,5071,5521,Quarterly
Lisinopril,3609,5314,Monthly
Metformin,6149,5750,Quarterly
Metformin,9927,7372,Weekly
Lisinopril,2357,10259,Quarterly
Lisinopril,4891,1970,Quarterly
Metformin,2855,2722,Weekly
Metformin,8545,2044,Quarterly
Metformin,7117,4044,Quarterly
Lisinopril,3497,2369,Quarterly
Lisinopril,9716,8905,Monthly
Metformin,7252,2344,Quarterly
Atorvastatin,2144,6301,Weekly
Lisinopril,8760,4759,Quarterly
Atorvastatin,3949,5320,Quarterly
Insulin,6430,5882,Weekly
Insulin,9747,6335,Monthly
Insulin,8020,5964,Quarterly
Metformin,3942,10570,Weekly
Lisinopril,2547,10238,Monthly
Atorvastatin,5911,6783,Monthly
Atorvastatin,8371,8732,Weekly
Atorvastatin,5789,3273,Weekly
Lisinopril,3109,6910,Quarterly
Atorvastatin,1576,6818,Monthly
Insulin,3959,7463,Weekly
Lisinopril,8836,4566,Monthly
Atorvastatin,1122,4933,Weekly
Lisinopril,2704,1846,Weekly
Lisinopril,3340,5176,Monthly
Lisinopril,2176,10265,Quarterly
Metformin,3002,9084,Weekly
Atorvastatin,4971,3125,Weekly
Atorvastatin,5450,1576,Monthly
Lisinopril,5123,1999,Quarterly
Atorvastatin,1116,5092,Monthly
Atorvastatin,7509,4087,Quarterly
Metformin,5575,5624,Weekly
Atorvastatin,4161,8163,Weekly
Insulin,3006,5827,Quarterly
Metformin,6589,10813,Weekly
Atorvastatin,6403,2131,Monthly
Insulin,6972,4316,Weekly
Lisinopril,3200,9749,Quarterly
Atorvastatin,7522,9512,Monthly
Lisinopril,9283,7388,Quarterly
Insulin,1110,5520,Weekly
Metformin,6484,10260,Quarterly
Metformin,4234,10260,Quarterly
Lisinopril,4920,10513,Monthly
Atorvastatin,7604,6280,Monthly
Insulin,5502,9120,Monthly
Insulin,4563,9291,Weekly
Lisinopril,1235,8836,Monthly
Lisinopril,6458,6606,Quarterly
Lisinopril,3159,10458,Weekly
Metformin,7514,3511,Monthly
Atorvastatin,7045,3409,Weekly
Atorvastatin,9680,10608,Quarterly
Atorvastatin,7455,2007,Weekly
Metformin,5106,8822,Weekly
Lisinopril,5807,6652,Weekly
Insulin,5037,2692,Quarterly
Lisinopril,2645,3454,Quarterly
Lisinopril,4581,3369,Monthly
Insulin,9995,4885,Weekly
Atorvastatin,7930,2170,Quarterly
Metformin,7501,7414,Weekly
Insulin,3225,9422,Monthly
Atorvastatin,9618,7149,Quarterly
Lisinopril,6043,9525,Weekly
Lisinopril,3645,10223,Monthly
Atorvastatin,4532,10805,Weekly
Atorvastatin,4173,4803,Quarterly
Insulin,9973,9913,Weekly
Metformin,8455,10785,Monthly
Insulin,3564,8411,Monthly
Metformin,3883,7529,Weekly
Lisinopril,9703,9621,Quarterly
Atorvastatin,5511,7289,Monthly
Atorvastatin,5541,8202,Quarterly
Lisinopril,3235,2633,Monthly
Lisinopril,8099,6872,Weekly
Atorvastatin,4123,2801,Monthly
Metformin,9744,1611,Monthly
Insulin,4641,9801,Quarterly
Metformin,2050,5926,Quarterly
Atorvastatin,1727,3252,Monthly
Atorvastatin,4504,6185,Weekly
Lisinopril,9617,2911,Weekly
Metformin,6964,3019,Monthly
Insulin,6059,5884,Quarterly
Metformin,9664,6017,Monthly
Atorvastatin,2378,2548,Monthly
Atorvastatin,9787,6120,Weekly
Atorvastatin,4239,2356,Quarterly
Lisinopril,3246,5911,Weekly
Atorvastatin,3716,2268,Quarterly
Insulin,5311,6716,Monthly
Metformin,9121,1868,Monthly
Atorvastatin,3730,6177,Weekly
Metformin,1113,8017,Monthly
Lisinopril,3476,6799,Quarterly
Insulin,5775,6895,Quarterly
Atorvastatin,6169,2981,Weekly
Metformin,9998,2329,Monthly
Atorvastatin,9603,2750,Weekly
Insulin,9173,7906,Monthly
Atorvastatin,3311,6637,Monthly
Lisinopril,9805,9665,Quarterly
Atorvastatin,7050,5578,Quarterly
Insulin,1204,4360,Quarterly
Lisinopril,8519,6085,Weekly
Atorvastatin,3386,3371,Weekly
Metformin,7269,9895,Quarterly
Atorvastatin,8999,5363,Weekly
Insulin,3259,3720,Weekly
Atorvastatin,3863,9187,Quarterly
Lisinopril,9702,3391,Quarterly
Atorvastatin,2262,3008,Weekly
Atorvastatin,6603,10971,Monthly
Metformin,1373,5833,Monthly
Atorvastatin,9137,4569,Weekly
Lisinopril,6867,9500,Monthly
Insulin,7187,10553,Weekly
Insulin,1898,9040,Quarterly
Insulin,3847,2628,Monthly
Insulin,6862,5414,Quarterly
Atorvastatin,2048,6310,Quarterly
Insulin,5049,3512,Weekly
Atorvastatin,7605,10438,Monthly
Lisinopril,9624,1848,Monthly
Lisinopril,4415,7985,Quarterly
Insulin,3148,3979,Quarterly
Atorvastatin,1205,7415,Quarterly
Atorvastatin,2687,8406,Weekly
Atorvastatin,3418,10769,Monthly
Atorvastatin,1622,5315,Weekly
Atorvastatin,8314,5709,Quarterly
Atorvastatin,8581,3692,Weekly
Lisinopril,3863,8661,Weekly
Insulin,3871,6464,Monthly
Atorvastatin,6163,8535,Weekly
Atorvastatin,8975,4802,Quarterly
Lisinopril,6204,9311,Quarterly
Atorvastatin,8927,5892,Weekly
Lisinopril,8867,10514,Monthly
Metformin,9346,8924,Weekly
Atorvastatin,7383,2393,Monthly
Lisinopril,7621,7112,Monthly
Lisinopril,7976,9542,Quarterly
Metformin,2715,4698,Weekly
Metformin,2508,10525,Weekly
Metformin,8899,9002,Quarterly
Metformin,7160,5998,Quarterly
Lisinopril,6940,2806,Monthly
Metformin,8842,5831,Monthly
Metformin,3699,10318,Weekly
Lisinopril,3603,6358,Quarterly
Lisinopril,6089,8915,Quarterly
Insulin,5602,10382,Weekly
Lisinopril,1537,9083,Quarterly
Insulin,8928,8667,Quarterly
Atorvastatin,2495,7774,Quarterly
Metformin,8271,7145,Weekly
Metformin,9892,2476,Quarterly
Lisinopril,1895,5758,Quarterly
Lisinopril,8089,10351,Weekly
Insulin,2697,1879,Weekly
Atorvastatin,3220,4160,Quarterly
Atorvastatin,2388,6344,Quarterly
Atorvastatin,7003,7699,Quarterly
Insulin,5762,5655,Quarterly
Atorvastatin,3370,9204,Monthly
Metformin,5210,6546,Monthly
Lisinopril,8426,8871,Weekly
Atorvastatin,9333,2106,Monthly
Metformin,7808,7211,Weekly
Lisinopril,9480,8574,Monthly
Metformin,7369,5539,Monthly
Atorvastatin,5585,7077,Quarterly
Atorvastatin,5188,4674,Weekly
Metformin,7919,7680,Monthly
Insulin,5830,7039,Monthly
Atorvastatin,1917,3287,Monthly
Insulin,4043,3201,Quarterly
Atorvastatin,1288,8897,Monthly
Atorvastatin,9355,9926,Quarterly
Metformin,5516,5515,Weekly
Lisinopril,3970,9817,Quarterly
Lisinopril,4061,9490,Weekly
Lisinopril,7329,4458,Quarterly
Insulin,8788,4029,Weekly
Metformin,7465,6189,Weekly
Insulin,3965,10942,Weekly
Atorvastatin,3869,7585,Monthly
Insulin,6689,2828,Weekly
Lisinopril,1012,5606,Monthly
Metformin,2050,7728,Monthly
Atorvastatin,2184,5973,Monthly
Metformin,4845,3867,Weekly
Lisinopril,5192,6161,Quarterly
Insulin,9378,4586,Weekly
Atorvastatin,8526,10205,Quarterly
Atorvastatin,3159,3178,Weekly
Insulin,3626,3918,Monthly
Atorvastatin,3868,2222,Weekly
Metformin,3596,9852,Quarterly
Atorvastatin,7364,1882,Quarterly
Insulin,5589,10970,Quarterly
Insulin,6007,9959,Weekly
Insulin,1792,9770,Monthly
Atorvastatin,2534,4840,Quarterly
Atorvastatin,4145,1956,Weekly
Lisinopril,9541,7397,Weekly
Insulin,6309,9030,Monthly
Metformin,5691,4267,Weekly
Atorvastatin,5974,10081,Weekly
Insulin,1866,10127,Monthly
Insulin,2771,4390,Quarterly
Metformin,8478,1666,Monthly
Lisinopril,2592,2774,Quarterly
Insulin,2691,4368,Quarterly
Atorvastatin,5743,9889,Weekly
Insulin,2797,7812,Weekly
Atorvastatin,2874,3221,Weekly
Metformin,5351,8151,Weekly
Lisinopril,2785,8585,Monthly
Lisinopril,5057,7862,Monthly
Metformin,7636,1590,Monthly
Atorvastatin,6387,4050,Monthly
Insulin,4764,9982,Weekly
Atorvastatin,1937,9828,Weekly
Insulin,5366,8052,Monthly
Metformin,2381,6994,Weekly
Metformin,5890,2381,Quarterly
Atorvastatin,2278,10509,Monthly
Metformin,5430,6127,Quarterly
Insulin,8206,6206,Quarterly
Lisinopril,7006,10243,Quarterly
Atorvastatin,5109,8878,Weekly
Insulin,9637,2924,Monthly
Metformin,2048,9256,Quarterly
Insulin,1878,10140,Weekly
Atorvastatin,6905,2368,Monthly
Metformin,6866,10050,Monthly
Metformin,3061,4416,Monthly
Lisinopril,9445,3434,Quarterly
Atorvastatin,4325,8544,Monthly
Insulin,4698,8006,Monthly
Lisinopril,3578,6294,Weekly
Insulin,6587,10766,Quarterly
Metformin,7703,6405,Quarterly
Atorvastatin,5281,5095,Monthly
Atorvastatin,1936,2780,Monthly
Metformin,3549,8960,Quarterly
Atorvastatin,1747,1563,Weekly
Lisinopril,4417,9897,Monthly
Metformin,9903,5394,Monthly
Lisinopril,5416,4183,Quarterly
Metformin,6536,5386,Quarterly
Atorvastatin,9377,1862,Weekly
Lisinopril,6876,7425,Quarterly
Atorvastatin,6769,4201,Weekly
Atorvastatin,4779,7518,Weekly
Insulin,6466,4734,Monthly
Insulin,5188,6585,Weekly
Atorvastatin,8562,9084,Weekly
Metformin,4684,10116,Weekly
Metformin,1640,1947,Weekly
Insulin,4750,4552,Monthly
Lisinopril,3917,8339,Monthly
Lisinopril,8565,6177,Monthly
Atorvastatin,9021,6063,Weekly
Atorvastatin,5457,5106,Monthly
Lisinopril,3838,4807,Weekly
Metformin,3996,7616,Weekly
Lisinopril,9325,4499,Monthly
Metformin,7778,5100,Quarterly
Lisinopril,4473,1899,Quarterly
Metformin,4155,6380,Monthly
Metformin,7019,5816,Weekly
Metformin,7809,9520,Quarterly
Metformin,8332,7018,Monthly
Lisinopril,6744,10264,Monthly
Metformin,8589,6807,Weekly
Metformin,8394,2233,Weekly
Insulin,4844,6769,Quarterly
Metformin,3323,7738,Quarterly
Lisinopril,9211,4857,Monthly
Atorvastatin,5600,2582,Monthly
Atorvastatin,3599,9842,Weekly
Metformin,8744,1693,Monthly
Lisinopril,6630,6146,Weekly
Insulin,5764,4170,Monthly
Lisinopril,5978,8754,Quarterly
Insulin,7040,10267,Quarterly
Metformin,7663,3479,Weekly
Metformin,8524,6985,Weekly
Atorvastatin,2824,5527,Monthly
Metformin,6206,4796,Quarterly
Atorvastatin,7526,3339,Quarterly
Metformin,9980,8251,Weekly
Metformin,4731,7682,Weekly
Insulin,5140,5335,Weekly
Lisinopril,6086,6648,Quarterly
Insulin,3955,4904,Quarterly
Lisinopril,4497,7513,Weekly
Atorvastatin,6452,1907,Quarterly
Atorvastatin,8718,3381,Monthly
Insulin,3088,2911,Monthly
Atorvastatin,9990,10491,Monthly
Atorvastatin,9058,9211,Quarterly
Atorvastatin,7014,4698,Weekly
Insulin,3952,2718,Weekly
Insulin,3824,5791,Weekly
Atorvastatin,5152,7174,Weekly
Atorvastatin,7512,4351,Monthly
Atorvastatin,9528,8626,Weekly
Lisinopril,9497,9636,Weekly
Insulin,3743,6536,Weekly
Metformin,2336,2905,Quarterly
Insulin,5538,6172,Weekly
Insulin,9946,7838,Quarterly
Lisinopril,8644,1881,Monthly
Insulin,9784,2563,Quarterly
Metformin,1062,10158,Weekly
Metformin,2657,3191,Weekly
Insulin,2826,4750,Quarterly
Metformin,3071,3208,Monthly
Atorvastatin,5859,7257,Monthly
Atorvastatin,2546,2840,Monthly
Atorvastatin,9489,3569,Monthly
Insulin,1317,6951,Weekly
Lisinopril,9143,10265,Quarterly
Metformin,7488,10280,Monthly
Atorvastatin,7726,7206,Quarterly
Insulin,8621,6012,Monthly
Insulin,2563,1807,Monthly
Insulin,2278,4440,Quarterly
Metformin,1752,5124,Weekly
Metformin,8468,6485,Weekly
Metformin,9166,5138,Quarterly
Atorvastatin,8790,10263,Quarterly
Insulin,5085,3796,Weekly
Insulin,2105,9907,Quarterly
Lisinopril,1829,9579,Quarterly
Metformin,5089,8450,Weekly
Lisinopril,2364,4026,Weekly
Metformin,4456,7513,Quarterly
Lisinopril,2278,7206,Quarterly
Metformin,6363,5992,Monthly
Lisinopril,9977,5179,Weekly
Metformin,2710,6260,Weekly
Metformin,6548,5917,Monthly
Insulin,7055,9766,Quarterly
Insulin,7938,8916,Monthly
Lisinopril,1172,3768,Weekly
Insulin,7063,8793,Quarterly
Atorvastatin,2114,10764,Weekly
Metformin,8811,6472,Monthly
Atorvastatin,7116,2551,Monthly
Insulin,1345,3466,Weekly
Lisinopril,5350,8939,Quarterly
Atorvastatin,4559,8004,Weekly
Atorvastatin,5906,2021,Monthly
Insulin,5018,6614,Monthly
Metformin,5411,6875,Monthly
Metformin,8436,2100,Quarterly
Atorvastatin,2878,10945,Quarterly
Lisinopril,2440,3659,Quarterly
Metformin,5552,2052,Quarterly
Lisinopril,9006,3691,Weekly
Lisinopril,3430,6580,Weekly
Insulin,5883,7198,Quarterly
Metformin,4192,6292,Monthly
Metformin,8381,1523,Quarterly
Atorvastatin,1454,9421,Quarterly
Lisinopril,6435,10517,Monthly
Insulin,7615,2297,Monthly
Lisinopril,6880,4916,Quarterly
Metformin,4418,4701,Monthly
Lisinopril,9415,5378,Weekly
Atorvastatin,9319,5510,Monthly
Atorvastatin,1471,6947,Weekly
Atorvastatin,6357,10747,Weekly
Insulin,3203,5508,Quarterly
Metformin,3288,4868,Quarterly
Metformin,8216,10060,Monthly
Lisinopril,9360,5261,Quarterly
Lisinopril,8911,3484,Quarterly
Atorvastatin,6583,3412,Monthly
Insulin,8928,5188,Weekly
Metformin,5645,2590,Quarterly
Insulin,8317,10579,Monthly
Lisinopril,2351,9816,Monthly
Lisinopril,7454,8138,Monthly
Metformin,7236,10466,Monthly
Lisinopril,5576,10207,Monthly
Insulin,8454,7538,Monthly
Metformin,7171,4803,Weekly
Atorvastatin,7443,1616,Weekly
Atorvastatin,3511,9441,Monthly
Atorvastatin,2809,1891,Weekly
Lisinopril,7649,7149,Weekly
Insulin,1594,2707,Weekly
Insulin,6727,4780,Monthly
Metformin,8218,2376,Monthly
Metformin,2280,10775,Quarterly
Metformin,2202,4921,Monthly
Metformin,4477,1954,Monthly
Atorvastatin,6277,1960,Monthly
Insulin,3231,6341,Weekly
Atorvastatin,1125,9374,Weekly
Lisinopril,3635,3718,Weekly
Lisinopril,8513,9503,Quarterly
Atorvastatin,9154,3782,Monthly
Insulin,4950,10810,Weekly
Atorvastatin,9684,8706,Monthly
Insulin,9143,2708,Monthly
Metformin,2316,4495,Monthly
Lisinopril,6271,2227,Quarterly
Atorvastatin,7326,6396,Weekly
Atorvastatin,2993,5141,Quarterly
Metformin,8728,6108,Monthly
Metformin,7410,2772,Monthly
Insulin,2191,1542,Quarterly
Metformin,4382,4496,Weekly
Metformin,9901,9607,Quarterly
Metformin,1869,8650,Monthly
Metformin,9404,2860,Weekly
Lisinopril,8467,6846,Quarterly
Metformin,8986,4046,Weekly
Insulin,2344,8313,Weekly
Metformin,5114,3990,Monthly
Metformin,8256,3269,Quarterly
Lisinopril,7538,2488,Weekly
Atorvastatin,6492,3984,Weekly
Lisinopril,2902,7057,Monthly
Metformin,5683,2411,Quarterly
Metformin,8148,6189,Weekly
Metformin,1047,6648,Monthly
Lisinopril,2980,3309,Weekly
Lisinopril,4585,7121,Weekly
Insulin,3542,7585,Weekly
Insulin,2448,8322,Quarterly
Lisinopril,7112,5572,Monthly
Insulin,4949,6980,Quarterly
Atorvastatin,2354,10519,Monthly
Metformin,5632,9785,Quarterly
Insulin,6175,4299,Weekly
Lisinopril,4271,10882,Monthly
Insulin,9305,9247,Quarterly
Metformin,1076,7493,Monthly
Metformin,1095,4531,Monthly
Metformin,5851,8063,Quarterly
Lisinopril,2105,8117,Monthly
Insulin,9679,7742,Monthly
Metformin,9374,7302,Weekly
Atorvastatin,6215,3311,Weekly
Lisinopril,5005,6933,Monthly
Insulin,7207,9217,Quarterly
Lisinopril,1781,6981,Monthly
Insulin,1932,7479,Monthly
Metformin,3087,6264,Monthly
Lisinopril,4536,3325,Quarterly
Metformin,7226,5061,Quarterly
Metformin,9891,4317,Quarterly
Lisinopril,7324,10714,Quarterly
Insulin,6596,6734,Quarterly
Lisinopril,8056,1715,Weekly
Atorvastatin,1195,3827,Quarterly
Lisinopril,2782,4834,Monthly
Metformin,1661,9080,Quarterly
Lisinopril,5024,2378,Monthly
Metformin,3261,2201,Weekly
Insulin,9742,9187,Weekly
Insulin,4938,6824,Weekly
Atorvastatin,8447,5988,Monthly
Metformin,8881,2532,Weekly
Insulin,9331,4727,Monthly
Metformin,7271,8707,Monthly
Atorvastatin,7373,4526,Monthly
Lisinopril,3768,10069,Quarterly
Atorvastatin,5602,3510,Monthly
Insulin,9333,6140,Weekly
Atorvastatin,9630,3992,Monthly
Lisinopril,3977,10036,Monthly
Atorvastatin,7114,6072,Weekly
Atorvastatin,2973,6492,Quarterly
Lisinopril,3093,2935,Quarterly
Insulin,5794,9607,Weekly
Insulin,6812,10146,Weekly
Insulin,9815,5499,Weekly
Atorvastatin,6389,6090,Quarterly
Atorvastatin,7046,7769,Monthly
Insulin,6917,6906,Monthly
Insulin,2298,2935,Quarterly
Lisinopril,7294,2207,Quarterly
Insulin,7932,5940,Monthly
Metformin,5931,6326,Monthly
Atorvastatin,1771,6210,Monthly
Insulin,1863,5350,Quarterly
Metformin,5601,2521,Monthly
Atorvastatin,7883,9268,Weekly
Lisinopril,5877,6406,Weekly
Insulin,9663,4208,Monthly
Lisinopril,2296,9625,Monthly
Insulin,2709,8213,Weekly
Metformin,2901,2353,Quarterly
Lisinopril,3813,6753,Monthly
Lisinopril,3487,6654,Monthly
Lisinopril,4185,8707,Quarterly
Atorvastatin,2401,10436,Monthly
Lisinopril,1846,4061,Monthly
Metformin,1264,4619,Quarterly
Insulin,7830,9449,Weekly
Lisinopril,2965,5263,Monthly
Atorvastatin,2244,7927,Weekly
Atorvastatin,4664,8651,Quarterly
Insulin,1899,7544,Quarterly
Metformin,9467,1692,Monthly
Lisinopril,8436,5758,Quarterly
Atorvastatin,9501,9797,Weekly
Insulin,7153,4744,Weekly
Insulin,6313,5407,Weekly
Lisinopril,8463,1798,Monthly
Atorvastatin,3832,3234,Quarterly
Atorvastatin,3947,10610,Quarterly
Atorvastatin,7666,7435,Quarterly
Insulin,9858,8130,Monthly
Lisinopril,7663,7462,Monthly
Atorvastatin,2370,10065,Weekly
Metformin,5961,7260,Weekly
Lisinopril,8986,8785,Weekly
Atorvastatin,7424,5714,Monthly
Atorvastatin,3974,9373,Quarterly
Atorvastatin,5694,8457,Quarterly
Lisinopril,1996,9886,Monthly
Atorvastatin,8004,2520,Quarterly
Metformin,6416,8439,Weekly
Metformin,1162,4814,Weekly
Metformin,8701,6043,Monthly
Insulin,9763,3115,Quarterly
Metformin,8675,7311,Quarterly
Lisinopril,5075,4767,Quarterly
Insulin,5706,9053,Monthly
Metformin,3137,2521,Weekly
Metformin,9335,6285,Weekly
Lisinopril,7045,6220,Monthly
Atorvastatin,5033,3446,Quarterly
Lisinopril,8467,6623,Monthly
Atorvastatin,4019,2597,Quarterly
Lisinopril,6364,2804,Quarterly
Insulin,3692,10599,Monthly
Lisinopril,6639,7936,Quarterly
Insulin,9586,3628,Weekly
Metformin,3819,6800,Monthly
Metformin,8129,8309,Weekly
Atorvastatin,7681,5586,Monthly
Atorvastatin,6504,7319,Weekly
Metformin,7953,7968,Monthly
Atorvastatin,5680,9481,Quarterly
Lisinopril,1423,10575,Quarterly
Lisinopril,2017,9167,Quarterly
Metformin,2118,6438,Weekly
Metformin,9735,8081,Monthly
Lisinopril,4550,1724,Quarterly
Atorvastatin,6965,8565,Quarterly
Insulin,4853,10506,Monthly
Atorvastatin,6826,2534,Weekly
Insulin,2123,6108,Quarterly
Insulin,9239,3228,Monthly
Insulin,3101,8267,Monthly
Atorvastatin,7704,10552,Weekly
Lisinopril,2533,2645,Weekly
Lisinopril,8035,10312,Quarterly
Lisinopril,8021,4419,Weekly
Atorvastatin,4720,5902,Weekly
Insulin,4113,3608,Quarterly
Insulin,4278,3344,Monthly
Lisinopril,3498,3690,Quarterly
Insulin,1256,7026,Weekly
Insulin,7407,4179,Quarterly
Insulin,5879,7626,Quarterly
Atorvastatin,3721,10016,Weekly
Metformin,6027,4691,Weekly
Metformin,3409,8051,Quarterly
Metformin,7295,2277,Monthly
Lisinopril,3418,10065,Weekly
Atorvastatin,7260,6351,Monthly
Atorvastatin,2817,6184,Weekly
Atorvastatin,5246,10728,Monthly
Lisinopril,3044,1812,Weekly
Lisinopril,9498,9126,Weekly
Insulin,6483,4122,Weekly
Metformin,8626,2706,Monthly
Metformin,3866,10929,Monthly
Lisinopril,5508,5427,Quarterly
Insulin,7638,10833,Weekly
Lisinopril,4577,8349,Weekly
Metformin,7161,8720,Weekly
Atorvastatin,7497,10315,Monthly
Lisinopril,4098,1943,Quarterly
Lisinopril,9303,2780,Monthly
Insulin,5686,10375,Quarterly
Atorvastatin,7321,10351,Monthly
Insulin,5674,7756,Weekly
Insulin,5630,1657,Monthly
Atorvastatin,3826,10316,Weekly
Metformin,7826,7793,Quarterly
Metformin,2093,9321,Monthly
Insulin,2332,9916,Weekly
Insulin,4072,2080,Quarterly
Lisinopril,5735,8391,Quarterly
Metformin,8315,4299,Weekly
Lisinopril,5114,7530,Monthly
Lisinopril,6538,4335,Quarterly
Metformin,6048,2631,Quarterly
Lisinopril,6947,7661,Quarterly
Atorvastatin,7778,4058,Weekly
Insulin,6247,4584,Weekly
Metformin,7732,4805,Weekly
Atorvastatin,2011,10515,Weekly
Insulin,6055,4863,Monthly
Metformin,5015,10626,Monthly
Metformin,2798,8472,Quarterly
Atorvastatin,5172,2973,Weekly
Lisinopril,9377,10907,Quarterly
Atorvastatin,3669,2761,Weekly
Atorvastatin,9076,8445,Monthly
Lisinopril,9805,1516,Quarterly
Atorvastatin,2362,5330,Monthly
Insulin,3674,10826,Quarterly
Lisinopril,9926,5444,Weekly
Atorvastatin,2977,4442,Weekly
Insulin,4857,7547,Weekly
Insulin,8209,9054,Weekly
Metformin,6787,6785,Quarterly
Lisinopril,5337,1733,Quarterly
Metformin,6215,9126,Quarterly
Insulin,5341,3115,Monthly
Atorvastatin,5128,6152,Monthly
Lisinopril,5858,9711,Weekly
Metformin,3453,6100,Quarterly
Atorvastatin,9346,10317,Weekly
Lisinopril,8014,9839,Monthly
Lisinopril,8377,7915,Weekly
Insulin,9491,7681,Weekly
Lisinopril,1347,7401,Weekly
Insulin,3856,10103,Quarterly
Metformin,6532,9739,Weekly
Insulin,7866,3818,Quarterly
Metformin,5101,4703,Monthly
Insulin,5827,7417,Monthly
Insulin,2536,8535,Monthly
Insulin,4597,7938,Monthly
Lisinopril,3138,10326,Weekly
Lisinopril,6301,8079,Quarterly
Lisinopril,8636,2069,Weekly
Insulin,1750,10511,Quarterly
Metformin,4414,4052,Quarterly
Atorvastatin,1555,4578,Quarterly
Atorvastatin,9622,3460,Quarterly
Metformin,4641,10823,Weekly
Metformin,5094,6042,Weekly
Insulin,2599,2751,Quarterly
Atorvastatin,2488,6395,Monthly
Lisinopril,7410,5804,Quarterly
Metformin,4725,4869,Weekly
Insulin,8883,8037,Quarterly
Atorvastatin,2192,8025,Quarterly
Insulin,6111,9071,Monthly
Metformin,5221,1710,Quarterly
Metformin,7176,8260,Weekly
Atorvastatin,7696,8738,Quarterly
Insulin,9792,8985,Weekly
Lisinopril,7352,3374,Monthly
Metformin,6865,6346,Monthly
Atorvastatin,6916,8803,Weekly
Metformin,5298,7562,Weekly
Atorvastatin,3146,8912,Quarterly
Lisinopril,2980,7374,Quarterly
Metformin,5086,7563,Quarterly
Insulin,8379,8474,Weekly
Insulin,9327,5716,Monthly
Atorvastatin,1303,10505,Weekly
Lisinopril,7065,8710,Weekly
Metformin,6748,3282,Monthly
Atorvastatin,5531,6339,Monthly
Atorvastatin,3081,3692,Weekly
Atorvastatin,1265,2821,Weekly
Insulin,7343,4407,Quarterly
Insulin,5671,5221,Monthly
Lisinopril,4610,10933,Weekly
Atorvastatin,4669,4266,Quarterly
Insulin,3802,9456,Quarterly
Lisinopril,1524,8235,Quarterly
Metformin,6618,10921,Weekly
Insulin,2622,10627,Quarterly
Lisinopril,3309,3882,Monthly
Insulin,5548,6251,Quarterly
Atorvastatin,2789,4979,Weekly
Atorvastatin,5900,3422,Weekly
Metformin,8846,10630,Weekly
Metformin,9940,5145,Weekly
Metformin,7554,7923,Quarterly
Lisinopril,7951,7637,Quarterly
Insulin,4119,4461,Quarterly
Insulin,1142,1721,Weekly
Insulin,6936,9572,Monthly
Lisinopril,2628,2073,Weekly
Atorvastatin,6821,2506,Monthly
Atorvastatin,1081,5306,Weekly
Metformin,8144,5032,Quarterly
Metformin,7630,10295,Quarterly
Atorvastatin,8550,6637,Quarterly
Atorvastatin,5422,4720,Weekly
Metformin,6668,3920,Monthly
Metformin,9670,4380,Monthly
Metformin,6464,8269,Monthly
Atorvastatin,9740,3037,Weekly
Atorvastatin,8532,4965,Quarterly
Metformin,7612,9733,Monthly
Lisinopril,8314,4306,Quarterly
Lisinopril,9431,4948,Weekly
Insulin,9339,10278,Quarterly
Metformin,7483,3759,Quarterly
Atorvastatin,1847,2344,Monthly
Atorvastatin,4228,9899,Weekly
Metformin,1991,10743,Monthly
Atorvastatin,7523,5243,Monthly
Atorvastatin,7373,6701,Monthly
Lisinopril,8594,3826,Monthly
Lisinopril,7250,9872,Monthly
Lisinopril,2992,4274,Weekly
Lisinopril,9194,1868,Quarterly
Atorvastatin,9831,9372,Weekly
Atorvastatin,8706,2362,Quarterly
Atorvastatin,9637,2748,Monthly
Lisinopril,2516,7494,Quarterly
Metformin,9231,1953,Quarterly
Atorvastatin,8251,8964,Quarterly
Atorvastatin,8112,6162,Weekly
Insulin,2903,4910,Monthly
Metformin,6231,3872,Quarterly
Lisinopril,7884,7388,Monthly
Metformin,7564,3777,Weekly
Atorvastatin,2197,2254,Weekly
Metformin,2015,4231,Monthly
Insulin,9711,7665,Weekly
Atorvastatin,2654,8915,Monthly
Insulin,9338,6574,Monthly
Lisinopril,5827,1521,Weekly
Atorvastatin,1134,6246,Weekly
Lisinopril,1417,9525,Monthly
Lisinopril,1029,3929,Monthly
Insulin,2869,10879,Weekly
Metformin,1525,4980,Quarterly
Metformin,9856,8243,Monthly
Atorvastatin,2287,6128,Quarterly
Metformin,5050,4047,Weekly
Insulin,7205,4265,Quarterly
Insulin,1546,4431,Weekly
Atorvastatin,3437,1898,Monthly
Atorvastatin,7936,9145,Monthly
Metformin,4464,9281,Quarterly
Atorvastatin,9480,5391,Monthly
Atorvastatin,5583,6949,Quarterly
Metformin,6386,2509,Quarterly
Metformin,1808,3330,Weekly
Atorvastatin,6752,8014,Monthly
Insulin,9966,4188,Weekly
Metformin,9361,2539,Weekly
Lisinopril,9708,3038,Monthly
Atorvastatin,6394,3031,Weekly
Lisinopril,6819,8362,Weekly
Metformin,6911,9287,Quarterly
Atorvastatin,2375,4278,Quarterly
Atorvastatin,1904,10794,Quarterly
Metformin,7269,6190,Weekly
Insulin,5036,9968,Quarterly
Lisinopril,1338,4759,Quarterly
Lisinopril,6239,2830,Monthly
Insulin,1936,4345,Quarterly
Lisinopril,6265,4009,Quarterly
Metformin,9864,3897,Weekly
Lisinopril,8833,3108,Weekly
Metformin,8809,9327,Weekly
